Title,Note,URL,Tags,Comment
,,,,
Fresh oysters,,https://www.google.com/maps/place/Fresh+oysters/data=!4m2!3m1!1s0x134b990b1bb7a047:0x2b868f4986389873,,
Bota Sare Restaurant & Oyster Bar - Mali Ston,,https://www.google.com/maps/place/Bota+Sare+Restaurant+%26+Oyster+Bar+-+Mali+Ston/data=!4m2!3m1!1s0x134b8a562a6f2ad3:0xd0f43b4c22637e6f,,
Stagnum,,https://www.google.com/maps/place/Stagnum/data=!4m2!3m1!1s0x134b97be94b10bb9:0x646d3e53634ff3d3,,
Konoba Mandrač,,https://www.google.com/maps/place/Konoba+Mandra%C4%8D/data=!4m2!3m1!1s0x134b97aa8fc7ac11:0x684ea7973a5574b0,,
