Title,Note,URL,Tags,Comment
,,,,
kinari pizza,,https://www.google.com/maps/place/kinari+pizza/data=!4m2!3m1!1s0x60013989747bffff:0x21e952e24ebf83a9,,
Monsieur Pépé,,https://www.google.com/maps/place/Monsieur+P%C3%A9p%C3%A9/data=!4m2!3m1!1s0x6001398fc50510d7:0x644661a4526c86e5,,
Hitoshizuku,,https://www.google.com/maps/place/Hitoshizuku/data=!4m2!3m1!1s0x60013901a3f4b4a3:0x422b0b897a874d93,,
Hiraso,,https://www.google.com/maps/place/Hiraso/data=!4m2!3m1!1s0x600139890a19f0ef:0x92eb843c7e75402f,,
Nakatanidou,,https://www.google.com/maps/place/Nakatanidou/data=!4m2!3m1!1s0x6001398812073c9b:0xca16527bbdfdc288,,
Harushika Sake Brewery store,,https://www.google.com/maps/place/Harushika+Sake+Brewery+store/data=!4m2!3m1!1s0x6001398cc4f1c9f5:0x96a80223114625c2,,
