Title,Note,URL,Tags,Comment
,,,,
Serai,,https://www.google.com/maps/place/Serai/data=!4m2!3m1!1s0x6ad643b3f481dae5:0x776cc857407b7e6,,
Cafe Merkama,,https://www.google.com/maps/place/Cafe+Merkama/data=!4m2!3m1!1s0x6ad144f7ec3a44ff:0xbb98876dcdc1cb95,,
"Griller's Mark (Ballarat) - Cafe, Burger Bar & Grill",,"https://www.google.com/maps/place/Griller's+Mark+(Ballarat)+-+Cafe,+Burger+Bar+%26+Grill/data=!4m2!3m1!1s0x6ad145a544d16ad9:0x919c3816247188b5",,
The Pub With No Names (PWTN),,https://www.google.com/maps/place/The+Pub+With+No+Names+(PWTN)/data=!4m2!3m1!1s0x6ad1454f8735c137:0xfb6a70649896700d,,
Meigas,,https://www.google.com/maps/place/Meigas/data=!4m2!3m1!1s0x6ad144f8c9c0a34d:0x5c83c319b6f91688,,
The Forge Pizzeria,,https://www.google.com/maps/place/The+Forge+Pizzeria/data=!4m2!3m1!1s0x6ad1437271e5fd43:0x52b4d4dbb2a9f63c,,
